หมายเลขงบ,ชื่องบ,ประเภทแผนงาน,dname,จำนวนรวม,หมายเลขงบแผนงาน,แผนงาน,งบแผนงาน,OBJECTID,AREA,dcode,dname_e,pcode,pname,num_male,num_female,num_school,num_hos,num_comm,num_temple,num_health
46,สำนักงานเขตจตุจักร,โยธา/ก่อสร้าง/จราจร,จตุจักร,534717800,จ,แผนงานการโยธา: งานการโยธา,55246900,20.0,32656716.0,1030.0,Chatu Chak,10.0,กรุงเทพมหานคร,75637.0,85216.0,7.0,0.0,41.0,2.0,1.0
46,สำนักงานเขตจตุจักร,การคลัง,จตุจักร,534717800,ข,แผนงานบริหารการคลัง,12730500,20.0,32656716.0,1030.0,Chatu Chak,10.0,กรุงเทพมหานคร,75637.0,85216.0,7.0,0.0,41.0,2.0,1.0
46,สำนักงานเขตจตุจักร,น้ำท่วม/ทางเท้า,จตุจักร,534717800,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,14512000,20.0,32656716.0,1030.0,Chatu Chak,10.0,กรุงเทพมหานคร,75637.0,85216.0,7.0,0.0,41.0,2.0,1.0
46,สำนักงานเขตจตุจักร,ทั่วไป/บริหาร/อื่นๆ,จตุจักร,534717800,ก,แผนงานบริหารงานปกครองและทะเบียน,30563700,20.0,32656716.0,1030.0,Chatu Chak,10.0,กรุงเทพมหานคร,75637.0,85216.0,7.0,0.0,41.0,2.0,1.0
46,สำนักงานเขตจตุจักร,พัฒนาชุมชน/อาชีพ,จตุจักร,534717800,ซ,แผนงานพัฒนาชุมชน,37381400,20.0,32656716.0,1030.0,Chatu Chak,10.0,กรุงเทพมหานคร,75637.0,85216.0,7.0,0.0,41.0,2.0,1.0
46,สำนักงานเขตจตุจักร,เทศกิจ/รักษาความสะอาด,จตุจักร,534717800,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,27277200,20.0,32656716.0,1030.0,Chatu Chak,10.0,กรุงเทพมหานคร,75637.0,85216.0,7.0,0.0,41.0,2.0,1.0
46,สำนักงานเขตจตุจักร,เทศกิจ/รักษาความสะอาด,จตุจักร,534717800,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,236229900,20.0,32656716.0,1030.0,Chatu Chak,10.0,กรุงเทพมหานคร,75637.0,85216.0,7.0,0.0,41.0,2.0,1.0
46,สำนักงานเขตจตุจักร,อนามัย/สาธารณะสุข,จตุจักร,534717800,,งานควบคุมอนามัย,8091900,20.0,32656716.0,1030.0,Chatu Chak,10.0,กรุงเทพมหานคร,75637.0,85216.0,7.0,0.0,41.0,2.0,1.0
46,สำนักงานเขตจตุจักร,การศึกษา,จตุจักร,534717800,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,81797800,20.0,32656716.0,1030.0,Chatu Chak,10.0,กรุงเทพมหานคร,75637.0,85216.0,7.0,0.0,41.0,2.0,1.0
46,สำนักงานเขตจตุจักร,สิ่งแวดล้อม,จตุจักร,534717800,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,30886500,20.0,32656716.0,1030.0,Chatu Chak,10.0,กรุงเทพมหานคร,75637.0,85216.0,7.0,0.0,41.0,2.0,1.0
47,สำนักงานเขตลาดพร้าว,น้ำท่วม/ทางเท้า,ลาดพร้าว,376722000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,33222200,23.0,21266434.0,1038.0,Lat Phrao,10.0,กรุงเทพมหานคร,55721.0,66431.0,6.0,0.0,34.0,4.0,1.0
47,สำนักงานเขตลาดพร้าว,เทศกิจ/รักษาความสะอาด,ลาดพร้าว,376722000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,123825000,23.0,21266434.0,1038.0,Lat Phrao,10.0,กรุงเทพมหานคร,55721.0,66431.0,6.0,0.0,34.0,4.0,1.0
47,สำนักงานเขตลาดพร้าว,พัฒนาชุมชน/อาชีพ,ลาดพร้าว,376722000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,23341400,23.0,21266434.0,1038.0,Lat Phrao,10.0,กรุงเทพมหานคร,55721.0,66431.0,6.0,0.0,34.0,4.0,1.0
47,สำนักงานเขตลาดพร้าว,การศึกษา,ลาดพร้าว,376722000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,57084000,23.0,21266434.0,1038.0,Lat Phrao,10.0,กรุงเทพมหานคร,55721.0,66431.0,6.0,0.0,34.0,4.0,1.0
47,สำนักงานเขตลาดพร้าว,การคลัง,ลาดพร้าว,376722000,ข,แผนงานบริหารการคลัง,11652800,23.0,21266434.0,1038.0,Lat Phrao,10.0,กรุงเทพมหานคร,55721.0,66431.0,6.0,0.0,34.0,4.0,1.0
47,สำนักงานเขตลาดพร้าว,ทั่วไป/บริหาร/อื่นๆ,ลาดพร้าว,376722000,ก,แผนงานบริหารงานปกครองและทะเบียน,30074100,23.0,21266434.0,1038.0,Lat Phrao,10.0,กรุงเทพมหานคร,55721.0,66431.0,6.0,0.0,34.0,4.0,1.0
47,สำนักงานเขตลาดพร้าว,โยธา/ก่อสร้าง/จราจร,ลาดพร้าว,376722000,จ,แผนงานการโยธา,54293400,23.0,21266434.0,1038.0,Lat Phrao,10.0,กรุงเทพมหานคร,55721.0,66431.0,6.0,0.0,34.0,4.0,1.0
47,สำนักงานเขตลาดพร้าว,อนามัย/สาธารณะสุข,ลาดพร้าว,376722000,,งานควบคุมอนามัย,6752600,23.0,21266434.0,1038.0,Lat Phrao,10.0,กรุงเทพมหานคร,55721.0,66431.0,6.0,0.0,34.0,4.0,1.0
47,สำนักงานเขตลาดพร้าว,สิ่งแวดล้อม,ลาดพร้าว,376722000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,21658100,23.0,21266434.0,1038.0,Lat Phrao,10.0,กรุงเทพมหานคร,55721.0,66431.0,6.0,0.0,34.0,4.0,1.0
47,สำนักงานเขตลาดพร้าว,เทศกิจ/รักษาความสะอาด,ลาดพร้าว,376722000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,14818400,23.0,21266434.0,1038.0,Lat Phrao,10.0,กรุงเทพมหานคร,55721.0,66431.0,6.0,0.0,34.0,4.0,1.0
48,สำนักงานเขตบึงกุ่ม,น้ำท่วม/ทางเท้า,บึงกุ่ม,354848700,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,16716300,25.0,23404956.0,1027.0,Bueng Kum,10.0,กรุงเทพมหานคร,67066.0,78729.0,8.0,0.0,38.0,5.0,1.0
48,สำนักงานเขตบึงกุ่ม,เทศกิจ/รักษาความสะอาด,บึงกุ่ม,354848700,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,98985000,25.0,23404956.0,1027.0,Bueng Kum,10.0,กรุงเทพมหานคร,67066.0,78729.0,8.0,0.0,38.0,5.0,1.0
48,สำนักงานเขตบึงกุ่ม,เทศกิจ/รักษาความสะอาด,บึงกุ่ม,354848700,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,13705100,25.0,23404956.0,1027.0,Bueng Kum,10.0,กรุงเทพมหานคร,67066.0,78729.0,8.0,0.0,38.0,5.0,1.0
48,สำนักงานเขตบึงกุ่ม,อนามัย/สาธารณะสุข,บึงกุ่ม,354848700,,งานควบคุมอนามัย,5127800,25.0,23404956.0,1027.0,Bueng Kum,10.0,กรุงเทพมหานคร,67066.0,78729.0,8.0,0.0,38.0,5.0,1.0
48,สำนักงานเขตบึงกุ่ม,พัฒนาชุมชน/อาชีพ,บึงกุ่ม,354848700,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,28285900,25.0,23404956.0,1027.0,Bueng Kum,10.0,กรุงเทพมหานคร,67066.0,78729.0,8.0,0.0,38.0,5.0,1.0
48,สำนักงานเขตบึงกุ่ม,ทั่วไป/บริหาร/อื่นๆ,บึงกุ่ม,354848700,ก,แผนงานบริหารงานปกครองและทะเบียน,26377900,25.0,23404956.0,1027.0,Bueng Kum,10.0,กรุงเทพมหานคร,67066.0,78729.0,8.0,0.0,38.0,5.0,1.0
48,สำนักงานเขตบึงกุ่ม,โยธา/ก่อสร้าง/จราจร,บึงกุ่ม,354848700,จ,แผนงานการโยธา: งานการโยธา,52763300,25.0,23404956.0,1027.0,Bueng Kum,10.0,กรุงเทพมหานคร,67066.0,78729.0,8.0,0.0,38.0,5.0,1.0
48,สำนักงานเขตบึงกุ่ม,การคลัง,บึงกุ่ม,354848700,ข,แผนงานบริหารการคลัง,10627900,25.0,23404956.0,1027.0,Bueng Kum,10.0,กรุงเทพมหานคร,67066.0,78729.0,8.0,0.0,38.0,5.0,1.0
48,สำนักงานเขตบึงกุ่ม,การศึกษา,บึงกุ่ม,354848700,ญ,แผนงานบริหารการศึกษา,83415100,25.0,23404956.0,1027.0,Bueng Kum,10.0,กรุงเทพมหานคร,67066.0,78729.0,8.0,0.0,38.0,5.0,1.0
48,สำนักงานเขตบึงกุ่ม,สิ่งแวดล้อม,บึงกุ่ม,354848700,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,18844400,25.0,23404956.0,1027.0,Bueng Kum,10.0,กรุงเทพมหานคร,67066.0,78729.0,8.0,0.0,38.0,5.0,1.0
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,พัฒนาชุมชน/อาชีพ,สาทร,49305809000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,17487100,58.0,7259143.0,1028.0,Sathon,10.0,กรุงเทพมหานคร,40560.0,44488.0,2.0,0.0,25.0,3.0,1.0
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,ทั่วไป/บริหาร/อื่นๆ,สาทร,49305809000,ก,แผนงานบริหารงานปกครองและทะเบียน,30721800,58.0,7259143.0,1028.0,Sathon,10.0,กรุงเทพมหานคร,40560.0,44488.0,2.0,0.0,25.0,3.0,1.0
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,อนามัย/สาธารณะสุข,สาทร,49305809000,,งานควบคุมอนามัย,6271100,58.0,7259143.0,1028.0,Sathon,10.0,กรุงเทพมหานคร,40560.0,44488.0,2.0,0.0,25.0,3.0,1.0
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,การศึกษา,สาทร,49305809000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,16087500,58.0,7259143.0,1028.0,Sathon,10.0,กรุงเทพมหานคร,40560.0,44488.0,2.0,0.0,25.0,3.0,1.0
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,สิ่งแวดล้อม,สาทร,49305809000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,17551300,58.0,7259143.0,1028.0,Sathon,10.0,กรุงเทพมหานคร,40560.0,44488.0,2.0,0.0,25.0,3.0,1.0
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,น้ำท่วม/ทางเท้า,สาทร,49305809000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,11265600,58.0,7259143.0,1028.0,Sathon,10.0,กรุงเทพมหานคร,40560.0,44488.0,2.0,0.0,25.0,3.0,1.0
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,โยธา/ก่อสร้าง/จราจร,สาทร,49305809000,จ,แผนงานการโยธา: งานการโยธา,55399600,58.0,7259143.0,1028.0,Sathon,10.0,กรุงเทพมหานคร,40560.0,44488.0,2.0,0.0,25.0,3.0,1.0
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,การคลัง,สาทร,49305809000,ข,แผนงานบริหารการคลัง,10831600,58.0,7259143.0,1028.0,Sathon,10.0,กรุงเทพมหานคร,40560.0,44488.0,2.0,0.0,25.0,3.0,1.0
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,เทศกิจ/รักษาความสะอาด,สาทร,49305809000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,122219000,58.0,7259143.0,1028.0,Sathon,10.0,กรุงเทพมหานคร,40560.0,44488.0,2.0,0.0,25.0,3.0,1.0
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,เทศกิจ/รักษาความสะอาด,สาทร,49305809000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,17974400,58.0,7259143.0,1028.0,Sathon,10.0,กรุงเทพมหานคร,40560.0,44488.0,2.0,0.0,25.0,3.0,1.0
50,สำนักงานเขตบางคอแหลม,สิ่งแวดล้อม,บางคอแหลม,306933000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,15125500,63.0,8312167.0,1031.0,Bang Kho laen,10.0,กรุงเทพมหานคร,45548.0,49329.0,7.0,1.0,29.0,11.0,3.0
50,สำนักงานเขตบางคอแหลม,อนามัย/สาธารณะสุข,บางคอแหลม,306933000,,งานควบคุมอนามัย,6983100,63.0,8312167.0,1031.0,Bang Kho laen,10.0,กรุงเทพมหานคร,45548.0,49329.0,7.0,1.0,29.0,11.0,3.0
50,สำนักงานเขตบางคอแหลม,ทั่วไป/บริหาร/อื่นๆ,บางคอแหลม,306933000,ก,แผนงานบริหารงานปกครองและทะเบียน,25185600,63.0,8312167.0,1031.0,Bang Kho laen,10.0,กรุงเทพมหานคร,45548.0,49329.0,7.0,1.0,29.0,11.0,3.0
50,สำนักงานเขตบางคอแหลม,เทศกิจ/รักษาความสะอาด,บางคอแหลม,306933000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,109085300,63.0,8312167.0,1031.0,Bang Kho laen,10.0,กรุงเทพมหานคร,45548.0,49329.0,7.0,1.0,29.0,11.0,3.0
50,สำนักงานเขตบางคอแหลม,การศึกษา,บางคอแหลม,306933000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,39999200,63.0,8312167.0,1031.0,Bang Kho laen,10.0,กรุงเทพมหานคร,45548.0,49329.0,7.0,1.0,29.0,11.0,3.0
50,สำนักงานเขตบางคอแหลม,การคลัง,บางคอแหลม,306933000,ข,แผนงานบริหารการคลัง,10555500,63.0,8312167.0,1031.0,Bang Kho laen,10.0,กรุงเทพมหานคร,45548.0,49329.0,7.0,1.0,29.0,11.0,3.0
50,สำนักงานเขตบางคอแหลม,โยธา/ก่อสร้าง/จราจร,บางคอแหลม,306933000,จ,แผนงานการโยธา: งานการโยธา,22628900,63.0,8312167.0,1031.0,Bang Kho laen,10.0,กรุงเทพมหานคร,45548.0,49329.0,7.0,1.0,29.0,11.0,3.0
50,สำนักงานเขตบางคอแหลม,เทศกิจ/รักษาความสะอาด,บางคอแหลม,306933000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,15629200,63.0,8312167.0,1031.0,Bang Kho laen,10.0,กรุงเทพมหานคร,45548.0,49329.0,7.0,1.0,29.0,11.0,3.0
50,สำนักงานเขตบางคอแหลม,พัฒนาชุมชน/อาชีพ,บางคอแหลม,306933000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,36964200,63.0,8312167.0,1031.0,Bang Kho laen,10.0,กรุงเทพมหานคร,45548.0,49329.0,7.0,1.0,29.0,11.0,3.0
50,สำนักงานเขตบางคอแหลม,น้ำท่วม/ทางเท้า,บางคอแหลม,306933000,ฉ,แผนงานจัดการระบายน้าและแก้ไขปัญหาน้าท่วม,24776500,63.0,8312167.0,1031.0,Bang Kho laen,10.0,กรุงเทพมหานคร,45548.0,49329.0,7.0,1.0,29.0,11.0,3.0
51,สำนักงานเขตบางซ่ือ,ทั่วไป/บริหาร/อื่นๆ,บางซื่อ,348972900,ก,แผนงานบริหารงานปกครองและทะเบียน,32592800,24.0,12885789.0,1029.0,Bang Sue,10.0,กรุงเทพมหานคร,62623.0,69546.0,7.0,0.0,49.0,9.0,2.0
51,สำนักงานเขตบางซ่ือ,สิ่งแวดล้อม,บางซื่อ,348972900,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,17496100,24.0,12885789.0,1029.0,Bang Sue,10.0,กรุงเทพมหานคร,62623.0,69546.0,7.0,0.0,49.0,9.0,2.0
51,สำนักงานเขตบางซ่ือ,การศึกษา,บางซื่อ,348972900,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,48702500,24.0,12885789.0,1029.0,Bang Sue,10.0,กรุงเทพมหานคร,62623.0,69546.0,7.0,0.0,49.0,9.0,2.0
51,สำนักงานเขตบางซ่ือ,อนามัย/สาธารณะสุข,บางซื่อ,348972900,,งานควบคุมอนามัย,6326600,24.0,12885789.0,1029.0,Bang Sue,10.0,กรุงเทพมหานคร,62623.0,69546.0,7.0,0.0,49.0,9.0,2.0
51,สำนักงานเขตบางซ่ือ,เทศกิจ/รักษาความสะอาด,บางซื่อ,348972900,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,128588600,24.0,12885789.0,1029.0,Bang Sue,10.0,กรุงเทพมหานคร,62623.0,69546.0,7.0,0.0,49.0,9.0,2.0
51,สำนักงานเขตบางซ่ือ,น้ำท่วม/ทางเท้า,บางซื่อ,348972900,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,17493300,24.0,12885789.0,1029.0,Bang Sue,10.0,กรุงเทพมหานคร,62623.0,69546.0,7.0,0.0,49.0,9.0,2.0
51,สำนักงานเขตบางซ่ือ,โยธา/ก่อสร้าง/จราจร,บางซื่อ,348972900,จ,แผนงานการโยธา: งานการโยธา,42508800,24.0,12885789.0,1029.0,Bang Sue,10.0,กรุงเทพมหานคร,62623.0,69546.0,7.0,0.0,49.0,9.0,2.0
51,สำนักงานเขตบางซ่ือ,พัฒนาชุมชน/อาชีพ,บางซื่อ,348972900,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,21961500,24.0,12885789.0,1029.0,Bang Sue,10.0,กรุงเทพมหานคร,62623.0,69546.0,7.0,0.0,49.0,9.0,2.0
51,สำนักงานเขตบางซ่ือ,เทศกิจ/รักษาความสะอาด,บางซื่อ,348972900,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,22416700,24.0,12885789.0,1029.0,Bang Sue,10.0,กรุงเทพมหานคร,62623.0,69546.0,7.0,0.0,49.0,9.0,2.0
51,สำนักงานเขตบางซ่ือ,การคลัง,บางซื่อ,348972900,ข,แผนงานบริหารการคลัง,10886000,24.0,12885789.0,1029.0,Bang Sue,10.0,กรุงเทพมหานคร,62623.0,69546.0,7.0,0.0,49.0,9.0,2.0
52,สำนักงานเขตราชเทวี,สิ่งแวดล้อม,ราชเทวี,369857500,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,32427400,41.0,7167652.0,1037.0,Ratchathewi,10.0,กรุงเทพมหานคร,35190.0,38090.0,4.0,0.0,25.0,4.0,1.0
52,สำนักงานเขตราชเทวี,ทั่วไป/บริหาร/อื่นๆ,ราชเทวี,369857500,ก,แผนงานบริหารงานปกครองและทะเบียน,28496300,41.0,7167652.0,1037.0,Ratchathewi,10.0,กรุงเทพมหานคร,35190.0,38090.0,4.0,0.0,25.0,4.0,1.0
52,สำนักงานเขตราชเทวี,พัฒนาชุมชน/อาชีพ,ราชเทวี,369857500,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,24753500,41.0,7167652.0,1037.0,Ratchathewi,10.0,กรุงเทพมหานคร,35190.0,38090.0,4.0,0.0,25.0,4.0,1.0
52,สำนักงานเขตราชเทวี,โยธา/ก่อสร้าง/จราจร,ราชเทวี,369857500,จ,แผนงานการโยธา: งานการโยธา,49723000,41.0,7167652.0,1037.0,Ratchathewi,10.0,กรุงเทพมหานคร,35190.0,38090.0,4.0,0.0,25.0,4.0,1.0
52,สำนักงานเขตราชเทวี,อนามัย/สาธารณะสุข,ราชเทวี,369857500,,งานควบคุมอนามัย,5300600,41.0,7167652.0,1037.0,Ratchathewi,10.0,กรุงเทพมหานคร,35190.0,38090.0,4.0,0.0,25.0,4.0,1.0
52,สำนักงานเขตราชเทวี,เทศกิจ/รักษาความสะอาด,ราชเทวี,369857500,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,25379500,41.0,7167652.0,1037.0,Ratchathewi,10.0,กรุงเทพมหานคร,35190.0,38090.0,4.0,0.0,25.0,4.0,1.0
52,สำนักงานเขตราชเทวี,การคลัง,ราชเทวี,369857500,ข,แผนงานบริหารการคลัง,19846400,41.0,7167652.0,1037.0,Ratchathewi,10.0,กรุงเทพมหานคร,35190.0,38090.0,4.0,0.0,25.0,4.0,1.0
52,สำนักงานเขตราชเทวี,น้ำท่วม/ทางเท้า,ราชเทวี,369857500,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,6021300,41.0,7167652.0,1037.0,Ratchathewi,10.0,กรุงเทพมหานคร,35190.0,38090.0,4.0,0.0,25.0,4.0,1.0
52,สำนักงานเขตราชเทวี,การศึกษา,ราชเทวี,369857500,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,24536100,41.0,7167652.0,1037.0,Ratchathewi,10.0,กรุงเทพมหานคร,35190.0,38090.0,4.0,0.0,25.0,4.0,1.0
52,สำนักงานเขตราชเทวี,เทศกิจ/รักษาความสะอาด,ราชเทวี,369857500,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,153373400,41.0,7167652.0,1037.0,Ratchathewi,10.0,กรุงเทพมหานคร,35190.0,38090.0,4.0,0.0,25.0,4.0,1.0
53,สำนักงานเขตคลองเตย,น้ำท่วม/ทางเท้า,คลองเตย,385862000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,10911300,51.0,13240401.0,1033.0,Khlong Toei,10.0,กรุงเทพมหานคร,52428.0,56573.0,4.0,0.0,41.0,3.0,2.0
53,สำนักงานเขตคลองเตย,ทั่วไป/บริหาร/อื่นๆ,คลองเตย,385862000,ก,แผนงานบริหารงานปกครองและทะเบียน,29963400,51.0,13240401.0,1033.0,Khlong Toei,10.0,กรุงเทพมหานคร,52428.0,56573.0,4.0,0.0,41.0,3.0,2.0
53,สำนักงานเขตคลองเตย,การศึกษา,คลองเตย,385862000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,31359020,51.0,13240401.0,1033.0,Khlong Toei,10.0,กรุงเทพมหานคร,52428.0,56573.0,4.0,0.0,41.0,3.0,2.0
53,สำนักงานเขตคลองเตย,การคลัง,คลองเตย,385862000,ข,แผนงานบริหารการคลัง,9741700,51.0,13240401.0,1033.0,Khlong Toei,10.0,กรุงเทพมหานคร,52428.0,56573.0,4.0,0.0,41.0,3.0,2.0
53,สำนักงานเขตคลองเตย,เทศกิจ/รักษาความสะอาด,คลองเตย,385862000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,170532500,51.0,13240401.0,1033.0,Khlong Toei,10.0,กรุงเทพมหานคร,52428.0,56573.0,4.0,0.0,41.0,3.0,2.0
53,สำนักงานเขตคลองเตย,เทศกิจ/รักษาความสะอาด,คลองเตย,385862000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,22908500,51.0,13240401.0,1033.0,Khlong Toei,10.0,กรุงเทพมหานคร,52428.0,56573.0,4.0,0.0,41.0,3.0,2.0
53,สำนักงานเขตคลองเตย,พัฒนาชุมชน/อาชีพ,คลองเตย,385862000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,45283500,51.0,13240401.0,1033.0,Khlong Toei,10.0,กรุงเทพมหานคร,52428.0,56573.0,4.0,0.0,41.0,3.0,2.0
53,สำนักงานเขตคลองเตย,อนามัย/สาธารณะสุข,คลองเตย,385862000,,งานควบคุมอนามัย,6045300,51.0,13240401.0,1033.0,Khlong Toei,10.0,กรุงเทพมหานคร,52428.0,56573.0,4.0,0.0,41.0,3.0,2.0
53,สำนักงานเขตคลองเตย,โยธา/ก่อสร้าง/จราจร,คลองเตย,385862000,จ,แผนงานการโยธา,35015280,51.0,13240401.0,1033.0,Khlong Toei,10.0,กรุงเทพมหานคร,52428.0,56573.0,4.0,0.0,41.0,3.0,2.0
53,สำนักงานเขตคลองเตย,สิ่งแวดล้อม,คลองเตย,385862000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,24101500,51.0,13240401.0,1033.0,Khlong Toei,10.0,กรุงเทพมหานคร,52428.0,56573.0,4.0,0.0,41.0,3.0,2.0
54,สำนักงานเขตประเวศ,อนามัย/สาธารณะสุข,ประเวศ,584808000,,งานควบคุมอนามัย,5421900,54.0,53728764.0,1032.0,Pra Wet,10.0,กรุงเทพมหานคร,76182.0,84634.0,16.0,0.0,42.0,6.0,1.0
54,สำนักงานเขตประเวศ,สิ่งแวดล้อม,ประเวศ,584808000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,30043400,54.0,53728764.0,1032.0,Pra Wet,10.0,กรุงเทพมหานคร,76182.0,84634.0,16.0,0.0,42.0,6.0,1.0
54,สำนักงานเขตประเวศ,ทั่วไป/บริหาร/อื่นๆ,ประเวศ,584808000,ก,แผนงานบริหารงานปกครองและทะเบียน,55916700,54.0,53728764.0,1032.0,Pra Wet,10.0,กรุงเทพมหานคร,76182.0,84634.0,16.0,0.0,42.0,6.0,1.0
54,สำนักงานเขตประเวศ,การศึกษา,ประเวศ,584808000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,130809700,54.0,53728764.0,1032.0,Pra Wet,10.0,กรุงเทพมหานคร,76182.0,84634.0,16.0,0.0,42.0,6.0,1.0
54,สำนักงานเขตประเวศ,เทศกิจ/รักษาความสะอาด,ประเวศ,584808000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,132682200,54.0,53728764.0,1032.0,Pra Wet,10.0,กรุงเทพมหานคร,76182.0,84634.0,16.0,0.0,42.0,6.0,1.0
54,สำนักงานเขตประเวศ,โยธา/ก่อสร้าง/จราจร,ประเวศ,584808000,จ,แผนงานการโยธา: งานการโยธา,133763200,54.0,53728764.0,1032.0,Pra Wet,10.0,กรุงเทพมหานคร,76182.0,84634.0,16.0,0.0,42.0,6.0,1.0
54,สำนักงานเขตประเวศ,พัฒนาชุมชน/อาชีพ,ประเวศ,584808000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,31541900,54.0,53728764.0,1032.0,Pra Wet,10.0,กรุงเทพมหานคร,76182.0,84634.0,16.0,0.0,42.0,6.0,1.0
54,สำนักงานเขตประเวศ,น้ำท่วม/ทางเท้า,ประเวศ,584808000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,36937200,54.0,53728764.0,1032.0,Pra Wet,10.0,กรุงเทพมหานคร,76182.0,84634.0,16.0,0.0,42.0,6.0,1.0
54,สำนักงานเขตประเวศ,เทศกิจ/รักษาความสะอาด,ประเวศ,584808000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,16283000,54.0,53728764.0,1032.0,Pra Wet,10.0,กรุงเทพมหานคร,76182.0,84634.0,16.0,0.0,42.0,6.0,1.0
54,สำนักงานเขตประเวศ,การคลัง,ประเวศ,584808000,ข,แผนงานบริหารการคลัง,11408800,54.0,53728764.0,1032.0,Pra Wet,10.0,กรุงเทพมหานคร,76182.0,84634.0,16.0,0.0,42.0,6.0,1.0
