หมายเลขงบ,ชื่องบ,ประเภทแผนงาน,dname,จำนวนรวม,หมายเลขงบแผนงาน,แผนงาน,งบแผนงาน,OBJECTID,AREA,dcode,dname_e,pcode,pname,num_male,num_female,num_school,num_hos,num_comm,num_temple,num_health
33,สำนักงานเขตมีนบุรี,ทั่วไป/บริหาร/อื่นๆ,มีนบุรี,509962100,ก,แผนงานบริหารงานปกครองและทะเบียน,28201300,22.0,61120416.0,1010.0,Min Buri,10.0,กรุงเทพมหานคร,65039.0,72256.0,13.0,0.0,62.0,6.0,1.0
33,สำนักงานเขตมีนบุรี,เทศกิจ/รักษาความสะอาด,มีนบุรี,509962100,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,112149700,22.0,61120416.0,1010.0,Min Buri,10.0,กรุงเทพมหานคร,65039.0,72256.0,13.0,0.0,62.0,6.0,1.0
33,สำนักงานเขตมีนบุรี,การคลัง,มีนบุรี,509962100,ข,แผนงานบริหารการคลัง,12148800,22.0,61120416.0,1010.0,Min Buri,10.0,กรุงเทพมหานคร,65039.0,72256.0,13.0,0.0,62.0,6.0,1.0
33,สำนักงานเขตมีนบุรี,พัฒนาชุมชน/อาชีพ,มีนบุรี,509962100,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,67090700,22.0,61120416.0,1010.0,Min Buri,10.0,กรุงเทพมหานคร,65039.0,72256.0,13.0,0.0,62.0,6.0,1.0
33,สำนักงานเขตมีนบุรี,เทศกิจ/รักษาความสะอาด,มีนบุรี,509962100,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,16360100,22.0,61120416.0,1010.0,Min Buri,10.0,กรุงเทพมหานคร,65039.0,72256.0,13.0,0.0,62.0,6.0,1.0
34,สำนักงานเขตลาดกระบัง,อนามัย/สาธารณะสุข,ลาดกระบัง,567466000,,งานควบคุมอนามัย,6006000,33.0,128628048.0,1011.0,Lat Krabang,10.0,กรุงเทพมหานคร,78158.0,85159.0,20.0,1.0,63.0,13.0,2.0
34,สำนักงานเขตลาดกระบัง,สิ่งแวดล้อม,ลาดกระบัง,567466000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,39381200,33.0,128628048.0,1011.0,Lat Krabang,10.0,กรุงเทพมหานคร,78158.0,85159.0,20.0,1.0,63.0,13.0,2.0
34,สำนักงานเขตลาดกระบัง,พัฒนาชุมชน/อาชีพ,ลาดกระบัง,567466000,ซ,แผนงานพัฒ��าชุมชน: งานพัฒนาชุมชน,48549000,33.0,128628048.0,1011.0,Lat Krabang,10.0,กรุงเทพมหานคร,78158.0,85159.0,20.0,1.0,63.0,13.0,2.0
34,สำนักงานเขตลาดกระบัง,เทศกิจ/รักษาความสะอาด,ลาดกระบัง,567466000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,19817200,33.0,128628048.0,1011.0,Lat Krabang,10.0,กรุงเทพมหานคร,78158.0,85159.0,20.0,1.0,63.0,13.0,2.0
34,สำนักงานเขตลาดกระบัง,เทศกิจ/รักษาความสะอาด,ลาดกระบัง,567466000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,163977300,33.0,128628048.0,1011.0,Lat Krabang,10.0,กรุงเทพมหานคร,78158.0,85159.0,20.0,1.0,63.0,13.0,2.0
34,สำนักงานเขตลาดกระบัง,การคลัง,ลาดกระบัง,567466000,ข,แผนงานบริหารการคลัง,12067600,33.0,128628048.0,1011.0,Lat Krabang,10.0,กรุงเทพมหานคร,78158.0,85159.0,20.0,1.0,63.0,13.0,2.0
34,สำนักงานเขตลาดกระบัง,น้ำท่วม/ทางเท้า,ลาดกระบัง,567466000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,21658100,33.0,128628048.0,1011.0,Lat Krabang,10.0,กรุงเทพมหานคร,78158.0,85159.0,20.0,1.0,63.0,13.0,2.0
34,สำนักงานเขตลาดกระบัง,โยธา/ก่อสร้าง/จราจร,ลาดกระบัง,567466000,จ,แผนงานการโยธา: งานการโยธา,78123300,33.0,128628048.0,1011.0,Lat Krabang,10.0,กรุงเทพมหานคร,78158.0,85159.0,20.0,1.0,63.0,13.0,2.0
34,สำนักงานเขตลาดกระบัง,ทั่วไป/บริหาร/อื่นๆ,ลาดกระบัง,567466000,ก,แผนงานบริหารงานปกครองและทะเบียน,29008300,33.0,128628048.0,1011.0,Lat Krabang,10.0,กรุงเทพมหานคร,78158.0,85159.0,20.0,1.0,63.0,13.0,2.0
34,สำนักงานเขตลาดกระบัง,การศึกษา,ลาดกระบัง,567466000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,148878000,33.0,128628048.0,1011.0,Lat Krabang,10.0,กรุงเทพมหานคร,78158.0,85159.0,20.0,1.0,63.0,13.0,2.0
35,สำนักงานเขตหนองจอก,พัฒนาชุมชน/อาชีพ,หนองจอก,589363000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,72534800,11.0,240448192.0,1003.0,Nong Chok,10.0,กรุงเทพมหานคร,76681.0,80543.0,37.0,1.0,92.0,17.0,1.0
35,สำนักงานเขตหนองจอก,เทศกิจ/รักษาความสะอาด,หนองจอก,589363000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,19928900,11.0,240448192.0,1003.0,Nong Chok,10.0,กรุงเทพมหานคร,76681.0,80543.0,37.0,1.0,92.0,17.0,1.0
35,สำนักงานเขตหนองจอก,โยธา/ก่อสร้าง/จราจร,หนองจอก,589363000,จ,แผนงานการโยธา: งานการโยธา,80592700,11.0,240448192.0,1003.0,Nong Chok,10.0,กรุงเทพมหานคร,76681.0,80543.0,37.0,1.0,92.0,17.0,1.0
35,สำนักงานเขตหนองจอก,น้ำท่วม/ทางเท้า,หนองจอก,589363000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,19809400,11.0,240448192.0,1003.0,Nong Chok,10.0,กรุงเทพมหานคร,76681.0,80543.0,37.0,1.0,92.0,17.0,1.0
35,สำนักงานเขตหนองจอก,อนามัย/สาธารณะสุข,หนองจอก,589363000,,งานควบคุมอนามัย,6397400,11.0,240448192.0,1003.0,Nong Chok,10.0,กรุงเทพมหานคร,76681.0,80543.0,37.0,1.0,92.0,17.0,1.0
35,สำนักงานเขตหนองจอก,สิ่งแวดล้อม,หนองจอก,589363000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,36934800,11.0,240448192.0,1003.0,Nong Chok,10.0,กรุงเทพมหานคร,76681.0,80543.0,37.0,1.0,92.0,17.0,1.0
35,สำนักงานเขตหนองจอก,ทั่วไป/บริหาร/อื่นๆ,หนองจอก,589363000,ก,แผนงานบริหารงานปกครองและทะเบียน,32415100,11.0,240448192.0,1003.0,Nong Chok,10.0,กรุงเทพมหานคร,76681.0,80543.0,37.0,1.0,92.0,17.0,1.0
35,สำนักงานเขตหนองจอก,การศึกษา,หนองจอก,589363000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,214449800,11.0,240448192.0,1003.0,Nong Chok,10.0,กรุงเทพมหานคร,76681.0,80543.0,37.0,1.0,92.0,17.0,1.0
35,สำนักงานเขตหนองจอก,เทศกิจ/รักษาความสะอาด,หนองจอก,589363000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,93885700,11.0,240448192.0,1003.0,Nong Chok,10.0,กรุงเทพมหานคร,76681.0,80543.0,37.0,1.0,92.0,17.0,1.0
35,สำนักงานเขตหนองจอก,การคลัง,หนองจอก,589363000,ข,แผนงานบริหารการคลัง,12414400,11.0,240448192.0,1003.0,Nong Chok,10.0,กรุงเทพมหานคร,76681.0,80543.0,37.0,1.0,92.0,17.0,1.0
36,สำนักงานเขตธนบุรี,ทั่วไป/บริหาร/อื่นๆ,ธนบุรี,397104900,ก,แผนงานบริหารงานปกครองและทะเบียน,28360500,52.0,8461864.0,1015.0,Thon buri,10.0,กรุงเทพมหานคร,56676.0,62967.0,17.0,0.0,44.0,25.0,3.0
36,สำนักงานเขตธนบุรี,เทศกิจ/รักษาความสะอาด,ธนบุรี,397104900,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,22683900,52.0,8461864.0,1015.0,Thon buri,10.0,กรุงเทพมหานคร,56676.0,62967.0,17.0,0.0,44.0,25.0,3.0
36,สำนักงานเขตธนบุรี,การคลัง,ธนบุรี,397104900,ข,แผนงานบริหารการคลัง,11562500,52.0,8461864.0,1015.0,Thon buri,10.0,กรุงเทพมหานคร,56676.0,62967.0,17.0,0.0,44.0,25.0,3.0
36,สำนักงานเขตธนบุรี,การศึกษา,ธนบุรี,397104900,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,72484100,52.0,8461864.0,1015.0,Thon buri,10.0,กรุงเทพมหานคร,56676.0,62967.0,17.0,0.0,44.0,25.0,3.0
36,สำนักงานเขตธนบุรี,พัฒนาชุมชน/อาชีพ,ธนบุรี,397104900,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,20726200,52.0,8461864.0,1015.0,Thon buri,10.0,กรุงเทพมหานคร,56676.0,62967.0,17.0,0.0,44.0,25.0,3.0
36,สำนักงานเขตธนบุรี,โยธา/ก่อสร้าง/จราจร,ธนบุรี,397104900,จ,แผนงานการโยธา,29220600,52.0,8461864.0,1015.0,Thon buri,10.0,กรุงเทพมหานคร,56676.0,62967.0,17.0,0.0,44.0,25.0,3.0
36,สำนักงานเขตธนบุรี,น้ำท่วม/ทางเท้า,ธนบุรี,397104900,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,21102100,52.0,8461864.0,1015.0,Thon buri,10.0,กรุงเทพมหานคร,56676.0,62967.0,17.0,0.0,44.0,25.0,3.0
36,สำนักงานเขตธนบุรี,อนามัย/สาธารณะสุข,ธนบุรี,397104900,,งานควบคุมอนามัย,5435900,52.0,8461864.0,1015.0,Thon buri,10.0,กรุงเทพมหานคร,56676.0,62967.0,17.0,0.0,44.0,25.0,3.0
36,สำนักงานเขตธนบุรี,เทศกิจ/รักษาความสะอาด,ธนบุรี,397104900,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,164214300,52.0,8461864.0,1015.0,Thon buri,10.0,กรุงเทพมหานคร,56676.0,62967.0,17.0,0.0,44.0,25.0,3.0
36,สำนักงานเขตธนบุรี,สิ่งแวดล้อม,ธนบุรี,397104900,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,21314800,52.0,8461864.0,1015.0,Thon buri,10.0,กรุงเทพมหานคร,56676.0,62967.0,17.0,0.0,44.0,25.0,3.0
37,สำนักงานเขตคลองสาน,เทศกิจ/รักษาความสะอาด,คลองสาน,309402000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,120720400,53.0,5965976.0,1018.0,Khlong San,10.0,กรุงเทพมหานคร,35832.0,40521.0,8.0,1.0,44.0,8.0,1.0
37,สำนักงานเขตคลองสาน,เทศกิจ/รักษาความสะอาด,คลองสาน,309402000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,22063900,53.0,5965976.0,1018.0,Khlong San,10.0,กรุงเทพมหานคร,35832.0,40521.0,8.0,1.0,44.0,8.0,1.0
37,สำนักงานเขตคลองสาน,สิ่งแวดล้อม,คลองสาน,309402000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,20835500,53.0,5965976.0,1018.0,Khlong San,10.0,กรุงเทพมหานคร,35832.0,40521.0,8.0,1.0,44.0,8.0,1.0
37,สำนักงานเขตคลองสาน,ทั่วไป/บริหาร/อื่นๆ,คลองสาน,309402000,ก,แผนงานบริหารงานปกครองและทะเบียน,26849900,53.0,5965976.0,1018.0,Khlong San,10.0,กรุงเทพมหานคร,35832.0,40521.0,8.0,1.0,44.0,8.0,1.0
37,สำนักงานเขตคลองสาน,การศึกษา,คลองสาน,309402000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,55539000,53.0,5965976.0,1018.0,Khlong San,10.0,กรุงเทพมหานคร,35832.0,40521.0,8.0,1.0,44.0,8.0,1.0
37,สำนักงานเขตคลองสาน,การคลัง,คลองสาน,309402000,ข,แผนงานบริหารการคลัง,10823700,53.0,5965976.0,1018.0,Khlong San,10.0,กรุงเทพมหานคร,35832.0,40521.0,8.0,1.0,44.0,8.0,1.0
37,สำนักงานเขตคลองสาน,น้ำท่วม/ทางเท้า,คลองสาน,309402000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,9481400,53.0,5965976.0,1018.0,Khlong San,10.0,กรุงเทพมหานคร,35832.0,40521.0,8.0,1.0,44.0,8.0,1.0
37,สำนักงานเขตคลองสาน,พัฒนาชุมชน/อาชีพ,คลองสาน,309402000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,16381900,53.0,5965976.0,1018.0,Khlong San,10.0,กรุงเทพมหานคร,35832.0,40521.0,8.0,1.0,44.0,8.0,1.0
37,สำนักงานเขตคลองสาน,อนามัย/สาธารณะสุข,คลองสาน,309402000,,งานควบคุมอนามัย,6052000,53.0,5965976.0,1018.0,Khlong San,10.0,กรุงเทพมหานคร,35832.0,40521.0,8.0,1.0,44.0,8.0,1.0
37,สำนักงานเขตคลองสาน,โยธา/ก่อสร้าง/จราจร,คลองสาน,309402000,จ,แผนงานการโยธา: งานการโยธา,20654300,53.0,5965976.0,1018.0,Khlong San,10.0,กรุงเทพมหานคร,35832.0,40521.0,8.0,1.0,44.0,8.0,1.0
38,สำนักงานเขตบางกอกใหญ่,พัฒนาชุมชน/อาชีพ,บางกอกใหญ่,267938900,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,11384700,48.0,6298272.0,1016.0,Bangkok Yai,10.0,กรุงเทพมหานคร,34182.0,38059.0,6.0,0.0,34.0,13.0,1.0
38,สำนักงานเขตบางกอกใหญ่,การศึกษา,บางกอกใหญ่,267938900,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,35661500,48.0,6298272.0,1016.0,Bangkok Yai,10.0,กรุงเทพมหานคร,34182.0,38059.0,6.0,0.0,34.0,13.0,1.0
38,สำนักงานเขตบางกอกใหญ่,การคลัง,บางกอกใหญ่,267938900,ข,แผนงานบริหารการคลัง,10302300,48.0,6298272.0,1016.0,Bangkok Yai,10.0,กรุงเทพมหานคร,34182.0,38059.0,6.0,0.0,34.0,13.0,1.0
38,สำนักงานเขตบางกอกใหญ่,เทศกิจ/รักษาความสะอาด,บางกอกใหญ่,267938900,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,13548400,48.0,6298272.0,1016.0,Bangkok Yai,10.0,กรุงเทพมหานคร,34182.0,38059.0,6.0,0.0,34.0,13.0,1.0
38,สำนักงานเขตบางกอกใหญ่,โยธา/ก่อสร้าง/จราจร,บางกอกใหญ่,267938900,จ,แผนงานการโยธา: งานการโยธา,17889100,48.0,6298272.0,1016.0,Bangkok Yai,10.0,กรุงเทพมหานคร,34182.0,38059.0,6.0,0.0,34.0,13.0,1.0
38,สำนักงานเขตบางกอกใหญ่,สิ่งแวดล้อม,บางกอกใหญ่,267938900,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,13464900,48.0,6298272.0,1016.0,Bangkok Yai,10.0,กรุงเทพมหานคร,34182.0,38059.0,6.0,0.0,34.0,13.0,1.0
38,สำนักงานเขตบางกอกใหญ่,อนามัย/สาธารณะสุข,บางกอกใหญ่,267938900,,งานควบคุมอนามัย,6702500,48.0,6298272.0,1016.0,Bangkok Yai,10.0,กรุงเทพมหานคร,34182.0,38059.0,6.0,0.0,34.0,13.0,1.0
38,สำนักงานเขตบางกอกใหญ่,เทศกิจ/รักษาความสะอาด,บางกอกใหญ่,267938900,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,97332400,48.0,6298272.0,1016.0,Bangkok Yai,10.0,กรุงเทพมหานคร,34182.0,38059.0,6.0,0.0,34.0,13.0,1.0
38,สำนักงานเขตบางกอกใหญ่,ทั่วไป/บริหาร/อื่นๆ,บางกอกใหญ่,267938900,ก,แผนงานบริหารงานปกครองและทะเบียน,27017100,48.0,6298272.0,1016.0,Bangkok Yai,10.0,กรุงเทพมหานคร,34182.0,38059.0,6.0,0.0,34.0,13.0,1.0
38,สำนักงานเขตบางกอกใหญ่,น้ำท่วม/ทางเท้า,บางกอกใหญ่,267938900,ฉ,แผนงานจัดการระบายน้าและแก้ไขปัญหาน้าท่วม,34636000,48.0,6298272.0,1016.0,Bangkok Yai,10.0,กรุงเทพมหานคร,34182.0,38059.0,6.0,0.0,34.0,13.0,1.0
39,สำนักงานเขตบางกอกน้อย,ทั่วไป/บริหาร/อื่นๆ,บางกอกน้อย,416491388,ก,แผนงานบริหารงานปกครองและทะเบียน,45748900,40.0,12323945.0,1020.0,Bangkok Noi,10.0,กรุงเทพมหานคร,55984.0,61966.0,15.0,0.0,43.0,32.0,1.0
39,สำนักงานเขตบางกอกน้อย,เทศกิจ/รักษาความสะอาด,บางกอกน้อย,416491388,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,152383300,40.0,12323945.0,1020.0,Bangkok Noi,10.0,กรุงเทพมหานคร,55984.0,61966.0,15.0,0.0,43.0,32.0,1.0
39,สำนักงานเขตบางกอกน้อย,อนามัย/สาธารณะสุข,บางกอกน้อย,416491388,,งานควบคุมอนามัย,7870300,40.0,12323945.0,1020.0,Bangkok Noi,10.0,กรุงเทพมหานคร,55984.0,61966.0,15.0,0.0,43.0,32.0,1.0
39,สำนักงานเขตบางกอกน้อย,เทศกิจ/รักษาความสะอาด,บางกอกน้อย,416491388,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,23892400,40.0,12323945.0,1020.0,Bangkok Noi,10.0,กรุงเทพมหานคร,55984.0,61966.0,15.0,0.0,43.0,32.0,1.0
39,สำนักงานเขตบางกอกน้อย,สิ่งแวดล้อม,บางกอกน้อย,416491388,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,12214200,40.0,12323945.0,1020.0,Bangkok Noi,10.0,กรุงเทพมหานคร,55984.0,61966.0,15.0,0.0,43.0,32.0,1.0
39,สำนักงานเขตบางกอกน้อย,การคลัง,บางกอกน้อย,416491388,ข,แผนงานบริหารการคลัง,10545300,40.0,12323945.0,1020.0,Bangkok Noi,10.0,กรุงเทพมหานคร,55984.0,61966.0,15.0,0.0,43.0,32.0,1.0
39,สำนักงานเขตบางกอกน้อย,น้ำท่วม/ทางเท้า,บางกอกน้อย,416491388,ฉ,แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้าท่วม,50636188,40.0,12323945.0,1020.0,Bangkok Noi,10.0,กรุงเทพมหานคร,55984.0,61966.0,15.0,0.0,43.0,32.0,1.0
39,สำนักงานเขตบางกอกน้อย,โยธา/ก่อสร้าง/จราจร,บางกอกน้อย,416491388,จ,แผนงานการโยธา: งานการโยธา,19732700,40.0,12323945.0,1020.0,Bangkok Noi,10.0,กรุงเทพมหานคร,55984.0,61966.0,15.0,0.0,43.0,32.0,1.0
39,สำนักงานเขตบางกอกน้อย,การศึกษา,บางกอกน้อย,416491388,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,55342900,40.0,12323945.0,1020.0,Bangkok Noi,10.0,กรุงเทพมหานคร,55984.0,61966.0,15.0,0.0,43.0,32.0,1.0
39 copy,สำนักงานเขตบางกอกน้อย,พัฒนาชุมชน/อาชีพ,บางกอกน้อย,416491388,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,38125200,40.0,12323945.0,1020.0,Bangkok Noi,10.0,กรุงเทพมหานคร,55984.0,61966.0,15.0,0.0,43.0,32.0,1.0
40,สำนักงานเขตตล่ิงชัน,อนามัย/สาธารณะสุข,ตลิ่งชัน,402209640,,งานควบคุมอนามัย,6399400,35.0,35767720.0,1019.0,Taling Chan,10.0,กรุงเทพมหานคร,50263.0,56269.0,16.0,0.0,44.0,30.0,1.0
40,สำนักงานเขตตล่ิงชัน,สิ่งแวดล้อม,ตลิ่งชัน,402209640,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,39335700,35.0,35767720.0,1019.0,Taling Chan,10.0,กรุงเทพมหานคร,50263.0,56269.0,16.0,0.0,44.0,30.0,1.0
40,สำนักงานเขตตล่ิงชัน,การคลัง,ตลิ่งชัน,402209640,ข,แผนงานบริหารการคลัง,11529400,35.0,35767720.0,1019.0,Taling Chan,10.0,กรุงเทพมหานคร,50263.0,56269.0,16.0,0.0,44.0,30.0,1.0
40,สำนักงานเขตตล่ิงชัน,น้ำท่วม/ทางเท้า,ตลิ่งชัน,402209640,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,11723400,35.0,35767720.0,1019.0,Taling Chan,10.0,กรุงเทพมหานคร,50263.0,56269.0,16.0,0.0,44.0,30.0,1.0
40,สำนักงานเขตตล่ิงชัน,โยธา/ก่อสร้าง/จราจร,ตลิ่งชัน,402209640,จ,แผนงานการโยธา: งานการโยธา,77956600,35.0,35767720.0,1019.0,Taling Chan,10.0,กรุงเทพมหานคร,50263.0,56269.0,16.0,0.0,44.0,30.0,1.0
40,สำนักงานเขตตล่ิงชัน,เทศกิจ/รักษาความสะอาด,ตลิ่งชัน,402209640,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,18683800,35.0,35767720.0,1019.0,Taling Chan,10.0,กรุงเทพมหานคร,50263.0,56269.0,16.0,0.0,44.0,30.0,1.0
40,สำนักงานเขตตล่ิงชัน,ทั่วไป/บริหาร/อื่นๆ,ตลิ่งชัน,402209640,ก,แผนงานบริหารงานปกครองและทะเบียน,25520040,35.0,35767720.0,1019.0,Taling Chan,10.0,กรุงเทพมหานคร,50263.0,56269.0,16.0,0.0,44.0,30.0,1.0
40,สำนักงานเขตตล่ิงชัน,เทศกิจ/รักษาความสะอาด,ตลิ่งชัน,402209640,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,102870200,35.0,35767720.0,1019.0,Taling Chan,10.0,กรุงเทพมหานคร,50263.0,56269.0,16.0,0.0,44.0,30.0,1.0
40,สำนักงานเขตตล่ิงชัน,การศึกษา,ตลิ่งชัน,402209640,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,85567600,35.0,35767720.0,1019.0,Taling Chan,10.0,กรุงเทพมหานคร,50263.0,56269.0,16.0,0.0,44.0,30.0,1.0
40,สำนักงานเขตตล่ิงชัน,พัฒนาชุมชน/อาชีพ,ตลิ่งชัน,402209640,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,22623500,35.0,35767720.0,1019.0,Taling Chan,10.0,กรุงเทพมหานคร,50263.0,56269.0,16.0,0.0,44.0,30.0,1.0
41,สำนักงานเขตภาษีเจริญ,การคลัง,ภาษีเจริญ,384617500,ข,แผนงานบริหารการคลัง,11114400,49.0,19182494.0,1022.0,Phasi Charoen,10.0,กรุงเทพมหานคร,61178.0,68622.0,13.0,0.0,54.0,27.0,2.0
41,สำนักงานเขตภาษีเจริญ,สิ่งแวดล้อม,ภาษีเจริญ,384617500,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,18993700,49.0,19182494.0,1022.0,Phasi Charoen,10.0,กรุงเทพมหานคร,61178.0,68622.0,13.0,0.0,54.0,27.0,2.0
41,สำนักงานเขตภาษีเจริญ,อนามัย/สาธารณะสุข,ภาษีเจริญ,384617500,,งานควบคุมอนามัย,6349900,49.0,19182494.0,1022.0,Phasi Charoen,10.0,กรุงเทพมหานคร,61178.0,68622.0,13.0,0.0,54.0,27.0,2.0
41,สำนักงานเขตภาษีเจริญ,เทศกิจ/รักษาความสะอาด,ภาษีเจริญ,384617500,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,22362300,49.0,19182494.0,1022.0,Phasi Charoen,10.0,กรุงเทพมหานคร,61178.0,68622.0,13.0,0.0,54.0,27.0,2.0
41,สำนักงานเขตภาษีเจริญ,เทศกิจ/รักษาความสะอาด,ภาษีเจริญ,384617500,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,113150900,49.0,19182494.0,1022.0,Phasi Charoen,10.0,กรุงเทพมหานคร,61178.0,68622.0,13.0,0.0,54.0,27.0,2.0
41,สำนักงานเขตภาษีเจริญ,พัฒนาชุมชน/อาชีพ,ภาษีเจริญ,384617500,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,18363600,49.0,19182494.0,1022.0,Phasi Charoen,10.0,กรุงเทพมหานคร,61178.0,68622.0,13.0,0.0,54.0,27.0,2.0
41,สำนักงานเขตภาษีเจริญ,โยธา/ก่อสร้าง/จราจร,ภาษีเจริญ,384617500,จ,แผนงานการโยธา: งานการโยธา,35188900,49.0,19182494.0,1022.0,Phasi Charoen,10.0,กรุงเทพมหานคร,61178.0,68622.0,13.0,0.0,54.0,27.0,2.0
41,สำนักงานเขตภาษีเจริญ,การศึกษา,ภาษีเจริญ,384617500,ญ,แผนงานบริหารการศึกษา,110373300,49.0,19182494.0,1022.0,Phasi Charoen,10.0,กรุงเทพมหานคร,61178.0,68622.0,13.0,0.0,54.0,27.0,2.0
41,สำนักงานเขตภาษีเจริญ,น้ำท่วม/ทางเท้า,ภาษีเจริญ,384617500,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,17859700,49.0,19182494.0,1022.0,Phasi Charoen,10.0,กรุงเทพมหานคร,61178.0,68622.0,13.0,0.0,54.0,27.0,2.0
41,สำนักงานเขตภาษีเจริญ,ทั่วไป/บริหาร/อื่นๆ,ภาษีเจริญ,384617500,ก,แผนงานบริหารงานปกครองและทะเบียน,30860800,49.0,19182494.0,1022.0,Phasi Charoen,10.0,กรุงเทพมหานคร,61178.0,68622.0,13.0,0.0,54.0,27.0,2.0
42,สำนักงานเขตหนองแขม,พัฒนาชุมชน/อาชีพ,หนองแขม,420905400,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,61318000,56.0,36201384.0,1023.0,Nong Khaem,10.0,กรุงเทพมหานคร,70457.0,79828.0,6.0,1.0,71.0,7.0,1.0
42,สำนักงานเขตหนองแขม,ทั่วไป/บริหาร/อื่นๆ,หนองแขม,420905400,ก,แผนงานบริหารงานปกครองและทะเบียน,30763600,56.0,36201384.0,1023.0,Nong Khaem,10.0,กรุงเทพมหานคร,70457.0,79828.0,6.0,1.0,71.0,7.0,1.0
42,สำนักงานเขตหนองแขม,การคลัง,หนองแขม,420905400,ข,แผนงานบริหารการคลัง,13242800,56.0,36201384.0,1023.0,Nong Khaem,10.0,กรุงเทพมหานคร,70457.0,79828.0,6.0,1.0,71.0,7.0,1.0
42,สำนักงานเขตหนองแขม,การศึกษา,หนองแขม,420905400,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,77299300,56.0,36201384.0,1023.0,Nong Khaem,10.0,กรุงเทพมหานคร,70457.0,79828.0,6.0,1.0,71.0,7.0,1.0
