หมายเลขงบ,ชื่องบ,จำนวนรวม,หมายเลขงบแผนงาน,งบแผนงาน,ประเภทแผนงาน,แผนงาน
47,สำนักงานเขตลาดพร้าว,376722000,ค,123825000,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
47,สำนักงานเขตลาดพร้าว,376722000,ง,14818400,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
47,สำนักงานเขตลาดพร้าว,376722000,จ,54293400,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา
47,สำนักงานเขตลาดพร้าว,376722000,,33222200,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
47,สำนักงานเขตลาดพร้าว,376722000,ช,21658100,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
47,สำนักงานเขตลาดพร้าว,376722000,ซ,23341400,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
47,สำนักงานเขตลาดพร้าว,376722000,,6752600,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
47,สำนักงานเขตลาดพร้าว,376722000,ญ,57084000,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
48,สำนักงานเขตบึงกุ่ม,354848700,,354848700,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
48,สำนักงานเขตบึงกุ่ม,354848700,ก,26377900,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและ��ะเบียน
48,สำนักงานเขตบึงกุ่ม,354848700,ข,10627900,การคลัง,แผนงานบริหารการคลัง
48,สำนักงานเขตบึงกุ่ม,354848700,ค,98985000,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
48,สำนักงานเขตบึงกุ่ม,354848700,ง,13705100,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
48,สำนักงานเขตบึงกุ่ม,354848700,จ,52763300,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
48,สำนักงานเขตบึงกุ่ม,354848700,,16716300,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
48,สำนักงานเขตบึงกุ่ม,354848700,ช,18844400,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
48,สำนักงานเขตบึงกุ่ม,354848700,ซ,28285900,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
48,สำนักงานเขตบึงกุ่ม,354848700,,5127800,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
48,สำนักงานเขตบึงกุ่ม,354848700,ญ,83415100,การศึกษา,แผนงานบริหารการศึกษา
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,,305809000,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,ก,30721800,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,ข,10831600,การคลัง,แผนงานบริหารการคลัง
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,ค,122219000,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,ง,17974400,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,จ,55399600,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,,11265600,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,ช,17551300,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,ซ,17487100,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,,6271100,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
49,โรงเรียนประภาสวิทยา สำนักงานเขตสาทร,49305809000,ญ,16087500,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
50,สำนักงานเขตบางคอแหลม,306933000,,306933000,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
50,สำนักงานเขตบางคอแหลม,306933000,ก,25185600,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
50,สำนักงานเขตบางคอแหลม,306933000,ข,10555500,การคลัง,แผนงานบริหารการคลัง
50,สำนักงานเขตบางคอแหลม,306933000,ค,109085300,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
50,สำนักงานเขตบางคอแหลม,306933000,ง,15629200,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
50,สำนักงานเขตบางคอแหลม,306933000,จ,22628900,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
50,สำนักงานเขตบางคอแหลม,306933000,ช,15125500,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
50,สำนักงานเขตบางคอแหลม,306933000,ซ,36964200,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
50,สำนักงานเขตบางคอแหลม,306933000,,6983100,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
50,สำนักงานเขตบางคอแหลม,306933000,ญ,39999200,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
51,สำนักงานเขตบางซ่ือ,348972900,,348972900,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
51,สำนักงานเขตบางซ่ือ,348972900,ก,32592800,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
51,สำนักงานเขตบางซ่ือ,348972900,ข,10886000,การคลัง,แผนงานบริหารการคลัง
51,สำนักงานเขตบางซ่ือ,348972900,ค,128588600,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
51,สำนักงานเขตบางซ่ือ,348972900,ง,22416700,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
51,สำนักงานเขตบางซ่ือ,348972900,จ,42508800,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
51,สำนักงานเขตบางซ่ือ,348972900,,17493300,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
51,สำนักงานเขตบางซ่ือ,348972900,ช,17496100,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
51,สำนักงานเขตบางซ่ือ,348972900,ซ,21961500,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
51,สำนักงานเขตบางซ่ือ,348972900,,6326600,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
51,สำนักงานเขตบางซ่ือ,348972900,ญ,48702500,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
52,สำนักงานเขตราชเทวี,369857500,,369857500,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
52,สำนักงานเขตราชเทวี,369857500,ก,28496300,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
52,สำนักงานเขตราชเทวี,369857500,ข,19846400,การคลัง,แผนงานบริหารการคลัง
52,สำนักงานเขตราชเทวี,369857500,ค,153373400,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
52,สำนักงานเขตราชเทวี,369857500,ง,25379500,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
52,สำนักงานเขตราชเทวี,369857500,จ,49723000,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
52,สำนักงานเขตราชเทวี,369857500,,6021300,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
52,สำนักงานเขตราชเทวี,369857500,ช,32427400,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
52,สำนักงานเขตราชเทวี,369857500,ซ,24753500,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
52,สำนักงานเขตราชเทวี,369857500,,5300600,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
52,สำนักงานเขตราชเทวี,369857500,ญ,24536100,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
53,สำนักงานเขตคลองเตย,385862000,,385862000,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
53,สำนักงานเขตคลองเตย,385862000,ก,29963400,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
53,สำนักงานเขตคลองเตย,385862000,ข,9741700,การคลัง,แผนงานบริหารการคลัง
53,สำนักงานเขตคลองเตย,385862000,ค,170532500,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
53,สำนักงานเขตคลองเตย,385862000,ง,22908500,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
53,สำนักงานเขตคลองเตย,385862000,จ,35015280,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา
53,สำนักงานเขตคลองเตย,385862000,,10911300,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
53,สำนักงานเขตคลองเตย,385862000,ช,24101500,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
53,สำนักงานเขตคลองเตย,385862000,ซ,45283500,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
53,สำนักงานเขตคลองเตย,385862000,,6045300,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
53,สำนักงานเขตคลองเตย,385862000,ญ,31359020,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
54,สำนักงานเขตประเวศ,584808000,,584808000,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
54,สำนักงานเขตประเวศ,584808000,ก,55916700,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
54,สำนักงานเขตประเวศ,584808000,ข,11408800,การคลัง,แผนงานบริหารการคลัง
54,สำนักงานเขตประเวศ,584808000,ค,132682200,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
54,สำนักงานเขตประเวศ,584808000,ง,16283000,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
54,สำนักงานเขตประเวศ,584808000,จ,133763200,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
54,สำนักงานเขตประเวศ,584808000,,36937200,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
54,สำนักงานเขตประเวศ,584808000,ช,30043400,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
54,สำนักงานเขตประเวศ,584808000,ซ,31541900,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
54,สำนักงานเขตประเวศ,584808000,,5421900,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
54,สำนักงานเขตประเวศ,584808000,ญ,130809700,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
55,สำนักงานเขตบางพลัด,311873800,,311873800,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
55,สำนักงานเขตบางพลัด,311873800,ก,26084200,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
55,สำนักงานเขตบางพลัด,311873800,ข,12881400,การคลัง,แผนงานบริหารการคลัง
55,สำนักงานเขตบางพลัด,311873800,ค,113032800,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
55,สำนักงานเขตบางพลัด,311873800,ง,16780700,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
55,สำนักงานเขตบางพลัด,311873800,จ,13720000,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
55,สำนักงานเขตบางพลัด,311873800,,24454200,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
55,สำนักงานเขตบางพลัด,311873800,ช,13786200,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
55,สำนักงานเขตบางพลัด,311873800,ซ,31708400,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
55,สำนักงานเขตบางพลัด,311873800,,5578500,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
55,สำนักงานเขตบางพลัด,311873800,ญ,53847400,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
56,สำนักงานเขตจอมทอง,396522000,,396522000,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
56,สำนักงานเขตจอมทอง,396522000,ก,27366300,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
56,สำนักงานเขตจอมทอง,396522000,ข,11838300,การคลัง,แผนงานบริหารการคลัง
56,สำนักงานเขตจอมทอง,396522000,ค,143871800,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
56,สำนักงานเขตจอมทอง,396522000,ง,22857100,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
56,สำนักงานเขตจอมทอง,396522000,จ,24848300,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
56,สำนักงานเขตจอมทอง,396522000,,20442600,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
56,สำนักงานเขตจอมทอง,396522000,ช,21374700,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
56,สำนักงานเขตจอมทอง,396522000,ซ,19379500,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
56,สำนักงานเขตจอมทอง,396522000,,6505100,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
56,สำนักงานเขตจอมทอง,396522000,ญ,98038300,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
57,สำนักงานเขตดินแดง,331004000,,331004000,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
57,สำนักงานเขตดินแดง,331004000,ก,25931600,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
57,สำนักงานเขตดินแดง,331004000,ข,11551800,การคลัง,แผนงานบริหารการคลัง
57,สำนักงานเขตดินแดง,331004000,ค,145317600,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
57,สำนักงานเขตดินแดง,331004000,ง,20564400,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรี��บร้อย: งานบริหารและบังคับการเทศกิจ
57,สำนักงานเขตดินแดง,331004000,จ,19108200,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
57,สำนักงานเขตดินแดง,331004000,,10834600,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
57,สำนักงานเขตดินแดง,331004000,ช,18704500,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
57,สำนักงานเขตดินแดง,331004000,ซ,18361800,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
57,สำนักงานเขตดินแดง,331004000,,6068300,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
57,สำนักงานเขตดินแดง,331004000,ญ,54561200,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
58,สำนักงานเขตสวนหลวง,371965000,,371965000,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
58,สำนักงานเขตสวนหลวง,371965000,ก,27204700,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
58,สำนักงานเขตสวนหลวง,371965000,ข,11602800,การคลัง,แผนงานบริหารการคลัง
58,สำนักงานเขตสวนหลวง,371965000,ค,133244700,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
58,สำนักงานเขตสวนหลวง,371965000,ง,19177700,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
58,สำนักงานเขตสวนหลวง,371965000,จ,25281100,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
58,สำนักงานเขตสวนหลวง,371965000,,19141800,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
58,สำนักงานเขตสวนหลวง,371965000,ช,23565000,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
58,สำนักงานเขตสวนหลวง,371965000,ซ,36658600,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
58,สำนักงานเขตสวนหลวง,371965000,,6171300,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
58,สำนักงานเขตสวนหลวง,371965000,ญ,69917300,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
59,สำนักงานเขตวัฒนา,341754000,,341754000,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
59,สำนักงานเขตวัฒนา,341754000,ก,32624000,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
59,สำนักงานเขตวัฒนา,341754000,ข,11486300,การคลัง,แผนงานบริหารการคลัง
59,สำนักงานเขตวัฒนา,341754000,ค,137194100,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
59,สำนักงานเขตวัฒนา,341754000,ง,20076300,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
59,สำนักงานเขตวัฒนา,341754000,จ,45319600,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
59,สำนักงานเขตวัฒนา,341754000,,10265700,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
59,สำนักงานเขตวัฒนา,341754000,ช,12906200,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
59,สำนักงานเขตวัฒนา,341754000,ซ,13428600,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
59,สำนักงานเขตวัฒนา,341754000,,7651200,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
59,สำนักงานเขตวัฒนา,341754000,ญ,50802000,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
60,สำนักงานเขตบางแค,477760400,,477760400,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
60,สำนักงานเขตบางแค,477760400,ก,26959100,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
60,สำนักงานเขตบางแค,477760400,ข,11313300,การคลัง,แผนงานบริหารการคลัง
60,สำนักงานเขตบางแค,477760400,ค,147926300,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
60,สำนักงานเขตบางแค,477760400,ง,23186200,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
60,สำนักงานเขตบางแค,477760400,จ,46123200,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
60,สำนักงานเขตบางแค,477760400,,33592500,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
60,สำนักงานเขตบางแค,477760400,ช,37976000,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
60,สำนักงานเขตบางแค,477760400,ซ,27781400,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
60,สำนักงานเขตบางแค,477760400,,6743700,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
60,สำนักงานเขตบางแค,477760400,ญ,116158700,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
61,สำนักงานเขตหลักส่ี,346889000,,346889000,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
61,สำนักงานเขตหลักส่ี,346889000,ก,38698900,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
61,สำนักงานเขตหลักส่ี,346889000,ข,10601000,การคลัง,แผนงานบริหารการคลัง
61,สำนักงานเขตหลักส่ี,346889000,ค,111476600,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
61,สำนักงานเขตหลักส่ี,346889000,ง,13082900,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
61,สำนักงานเขตหลักส่ี,346889000,จ,48730500,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
61,สำนักงานเขตหลักส่ี,346889000,,13930900,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
61,สำนักงานเขตหลักส่ี,346889000,ช,22011200,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
61,สำนักงานเขตหลักส่ี,346889000,ซ,27961600,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
61,สำนักงานเขตหลักส่ี,346889000,,6154600,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
61,สำนักงานเขตหลักส่ี,346889000,ญ,54240800,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
62,สำนักงานเขตสายไหม,418022000,,418022000,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
62,สำนักงานเขตสายไหม,418022000,ก,30451800,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
62,สำนักงานเขตสายไหม,418022000,ข,9787300,การคลัง,แผนงานบริหารการคลัง
62,สำนักงานเขตสายไหม,418022000,ค,100653100,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
62,สำนักงานเขตสายไหม,418022000,ง,13716500,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
62,สำนักงานเขตสายไหม,418022000,จ,70118100,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
62,สำนักงานเขตสายไหม,418022000,,19073900,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
62,สำนักงานเขตสายไหม,418022000,ช,18439800,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
62,สำนักงานเขตสายไหม,418022000,ซ,35078300,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
62,สำนักงานเขตสายไหม,418022000,,5305800,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
62,สำนักงานเขตสายไหม,418022000,ญ,115397400,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
63,สำนักงานเขตคันนายาว,274038900,,274038900,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
63,สำนักงานเขตคันนายาว,274038900,ก,33771100,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
63,สำนักงานเขตคันนายาว,274038900,ข,10292500,การคลัง,แผนงานบริหารการคลัง
63,สำนักงานเขตคันนายาว,274038900,ค,93434900,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
63,สำนักงานเขตคันนายาว,274038900,ง,11691900,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
63,สำนักงานเขตคันนายาว,274038900,จ,30263400,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
63,สำนักงานเขตคันนายาว,274038900,,15713200,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
63,สำนักงานเขตคันนายาว,274038900,ช,27699900,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
63,สำนักงานเขตคันนายาว,274038900,ซ,19530400,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
63,สำนักงานเขตคันนายาว,274038900,,6770300,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
63,สำนักงานเขตคันนายาว,274038900,ญ,24871300,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
64,สำนักงานเขตสะพานสูง,335301000,,335301000,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
64,สำนักงานเขตสะพานสูง,335301000,ก,22570900,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
64,สำนักงานเขตสะพานสูง,335301000,ข,9435700,การคลัง,แผนงานบริหารการคลัง
64,สำนักงานเขตสะพานสูง,335301000,ค,74860500,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
64,สำนักงานเขตสะพานสูง,335301000,ง,12363600,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
64,สำนักงานเขตสะพานสูง,335301000,จ,56597300,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
